site_id,waterbody_name,municipality,description,latitude,longitude,pwl_id,fips_code,dec_region,nhd_reach_code,watershed_id,old_ribs_id,sampleinfo_present,chem_lab_present,chem_insitu_present,macroinfometrics_present,macroraw_present,habitat_present,userperc_present,"Hardness  (mg/L, as CaCO3) [n, ave, min, max]",Select Summary Statistics:, ,"pH (n, ave, min, max)", ,-- Data Availability --,x,y
09-LMOON-0.0,Moon Lake,Theresa,,44.25425,-75.73419,0905-0093,45,6,,SL-25-50-P71,,F,F,F,F,T,F,F,[object Promise],,,[object Promise],,,-8430691.466441028,5504872.630930085
13-MORD-1.4,Moordener Kill,Schodack,rte. 150. downstream of spillway.,42.53444,-73.735,1301-0243,83,4,,H-219- 1,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8208142.653642022,5241375.218345214
13-MORD-1.7,Moordener Kill,Schodack,at sr 150. fire pump station.,42.53722,-73.73194,1301-0243,83,4,,H-219- 1,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8207802.0160001945,5241795.203696083
13-MORD-2.8,Moordener Kill,Schodack,40 m below brookview station rd. bridge.,42.5402,-73.7187,1301-0243,83,4,,H-219- 1,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8206328.145942091,5242245.424584129
13-MORD-5.4,Moordener Kill,Schodack,50 m below rte 150 bridge. near i-90.,42.55139,-73.68361,1301-0243,83,4,,H-219- 1,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8202421.945010158,5243936.210990138
13-MORD-6.2,Moordener Kill,Schodack,upstream of bridge to gravel pit.,42.5533,-73.67447,1301-0243,83,4,,H-219- 1,,F,F,F,T,T,F,F,[object Promise],,,[object Promise],,,-8201404.4848643085,5244224.838417771
13-MORD-6.3,Moordener Kill,Schodack,rte 150 at gravel pit.,42.55389,-73.67278,1301-0243,83,4,,H-219- 1,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8201216.354924868,5244313.997366968
13-MORD-7.3,Moordener Kill,Schodack,rte. 150; near curtis trailer park. 20 m abv bridge.,42.5575,-73.65777,1301-0243,83,4,,H-219- 1,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8199545.449368059,5244859.547600022
13-MORD-8.9,Moordener Kill,Schodack,nassau lake rd; 200 m below bridge.,42.55889,-73.63276,1301-0243,83,4,,H-219- 1,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8196761.348903318,5245069.615523609
13-WMORD-7.5,Moordener Kill,Schodack,schodack town park.,42.557474,-73.653588,1301-0243,83,4,,H-219- 1,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8199079.91125756,5244855.618316539
17-MOOR-0.3,Moores Drain. Upper,Southold,old main rd.,41.097335,-72.38179,1701-0233,103,1,,(MW6.1b) GB-SIS- 79,,T,F,F,F,F,T,T,[object Promise],,,[object Promise],,,-8057504.005505657,5026709.172323119
03-MORM-3.0,Moorman Creek,Clarkson,co. rte 18 bridge; 40 m upstream.,43.28413,-77.88517,0301-0027,55,8,,ONT-125-1,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8670137.464747543,5355319.813438241
08-MOOC-0.4,Moose Creek,Leyden,200 m below east rd. bridge.,43.52194,-75.34527,0801-0232,49,6,,ONT-19-91-1,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8387397.090081708,5391756.904274763
09-MOOK-2.3,Moose Creek,Harrietstown,just upstream of conf w/cold r.,44.1425,-74.12902,0903-0173,33,5,,SL-1-162-31,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8252004.759404389,5487520.933830252
08-MOOS-1.2,Moose River,Lyonsdale,200 m above shibley rd. bridge.,43.61222,-75.33471,0801-0226,49,6,,ONT-19-81,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8386221.556258931,5405627.137223691
08-MOOS-2.5,Moose River,Lyonsdale,above lowdale rd. bridge.,43.62259,-75.315398,0801-0226,49,6,,ONT-19-81,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8384071.75425273,5407221.671996466
08-MOOS-4.9,Moose River,Lyonsdale,20 m above fowlerville rd. bridge.,43.62361,-75.27388,0801-0226,49,6,,ONT-19-81,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8379449.991633975,5407378.526338414
08-MOOS-11.4,Moose River,Lyonsdale,300 meters north off moose river rd. at coordinates 43.603108 / -75.184931.,43.605611,-75.185978,0801-0226,49,6,,ONT-19-81,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8369664.785754267,5404611.053061931
08-MOOS-16.8,Moose River,Webb,200 m above rt.28 bridge; dirt rd. off sr 28 to river.,43.6125,-75.1011,0801-0226,43,6,,ONT-19-81,08012116,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8360216.210014714,5405670.1875882065
14-LMGSD-0.0,Morningside Lake,Fallsburg,"Access type is Public. Public park no boat launch, very shallow.",41.75116,-74.651001,1402-0001,105,3,2040104015457,D- 1-38-P50,,F,F,F,F,T,F,F,[object Promise],,,[object Promise],,,-8310111.418528151,5123776.995245057
14-WMORR-0.2,Morrison Brook,Hancock,morrison brook rd. bridge.,42.0162,-75.1329,1403-0011,25,4,,D-70-21 thru 42 (selected),,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8363756.169821938,5163406.434464906
11-MOSE-4.6,Moses Kill,Fort Edward,20 m below cr 46 bridge.,43.205,-73.55166,1101-0077,115,5,,H-314,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8187733.338199984,5343227.174273008
11-MOSE-12.8,Moses Kill,Argyle,300 m north off west valley rd.,43.210106,-73.50752,1101-0077,115,5,,H-314,,T,F,F,T,T,T,T,[object Promise],,,[object Promise],,,-8182819.695876366,5344006.998912396
12-MOTH-0.4,Mother Creek,St Johnsville,sr 5.,42.975873,-74.636402,1201-0145,57,4,,H-240-128 thru 143 (selected),,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8308486.265282062,5308300.192262601
17-MOTT-0.1,Motts Creek,Brookhaven,5 m below south country rd.,40.76278,-72.93083,1701-0325,103,1,,(MW7.5)  AO-GSB-179,,F,F,F,T,T,F,F,[object Promise],,,[object Promise],,,-8118622.858730795,4977414.483560703
13-LMOUN-0.0,Mount Hope Lake,Wharton (NJ),nj nla lake site to test ibi.,40.927046,-74.53388,1310-0001,,0,,H-204-2-7-P34,,F,F,F,F,T,F,F,[object Promise],,,[object Promise],,,-8297073.568446952,5001586.91345744
12-MOUN-3.4,Mounts Creek,Ohio,10 m above cr 4.,43.30528,-74.94278,1203-0043,43,6,,H-240-180-P799-19-10-P812-2,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8342592.108232323,5358554.6174765695
11-MORN-3.9,Mourning Kill,Ballston,20 m above tiffault rd. bridge.,42.97583,-73.84834,1101-0073,91,5,,H-299-P 27-13-9,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8220759.60472853,5308293.6497949315
11-MORN-4.0,Mourning Kill,Ballston,at tiffault rd. bridge.,42.976667,-73.850833,1101-0073,91,5,,H-299-P27-13- 9,11014205,F,T,F,F,F,F,F,[object Promise],,,[object Promise],,,-8221037.12421908,5308421.000511011
11-MORN-6.0,Mourning Kill,Ballston,above middle line rd. bridge.,42.97,-73.87972,1101-0073,91,5,,H-299-P 27-13-9,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8224252.810349625,5307406.655253542
11-MORN-7.9,Mourning Kill,Ballston,above goode st bridge.,42.95417,-73.90278,1101-0073,91,5,,H-299-P 27-13-9,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8226819.837807316,5304998.65323076
11-MORN-12.0,Mourning Kill,Ballston,below state route 67 bridge.,42.98528,-73.93139,1101-0073,91,5,,H-299-P 27-13-9,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8230004.688438914,5309731.581170003
11-WMORN-3.6,Mourning Kill,Ballston,upstream of zim smith trail east of nys rte 67.,42.975783,-73.842483,1101-0073,91,5,,H-299-P 27-13-9,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8220107.606470956,5308286.498730855
12-MOYR-0.3,Moyer Creek,Frankfort,main st.,43.04111,-75.07278,1201-0057,43,6,,H-240-190,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8357063.642035448,5318231.302954534
12-MOYR-5.1,Moyer Creek,Frankfort,just above cr 171 bridge.,43.0163,-75.13735,1201-0199,43,6,,H-240-190,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8364251.541555971,5314453.202339354
10-MDAU-4.0,Mud Brook,Chesterfield,cr17.,44.47979,-73.46387,1004-0020,31,5,,C- 25,10052104,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8177960.600103244,5539993.504999923
10-MDBR-4.1,Mud Brook,Whitehall,2 m below beckwith rd. bridge.,43.56222,-73.34694,1005-0035,115,5,,C-134- 2,10052105,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8164944.012044786,5397942.782928572
01-MUDN-0.6,Mud Creek,Pendleton,transit rd-rte 78 at tonawanda ck rd. bridge.,43.09028,-78.69713,0102-0029,63,9,,ONT-158-12-8,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8760524.438492049,5325723.4946543155
01-MUDN-2.6,Mud Creek,Lockport,at minnick rd. bridge.,43.100278,-78.667222,0102-0029,63,9,,Ont 158-12- 8,01022303,F,T,F,F,F,F,F,[object Promise],,,[object Promise],,,-8757195.095161406,5327247.657846948
01-MUDN-8.3,Mud Creek,Royalton,simms rd.,43.109402,-78.58969,0102-0029,63,9,,Ont 158-12- 8,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8748564.272401221,5328638.799745365
02-MUDA-3.0,Mud Creek,Leon,"co. rt. 44


























amish school.",42.26722,-79.04556,0202-0048,9,9,,PA-63-33,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8799311.48866915,5201092.132683493
03-MUDC-0.6,Mud Creek,Sandy Creek,Downstream of Weaver Rd 0.3 miles,43.6680717,-76.1557693,0303-0063,75,7,4140102000606,Ont  48,N/A,T,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8477621.459446013,5414218.380063775
04-MUCK-2.6,Mud Creek,Le Roy,above sr 5 bridge.,42.97961,-77.9501,0402-0054,37,8,,ONT-117-25-7,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8677365.43928475,5308868.795824447
04-MUCK-4.3,Mud Creek,Le Roy,asbury rd.,42.961785,-77.966507,0402-0031,37,8,,ONT-117-25-7,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8679191.858170196,5306156.941997947
04-MUDW-1.0,Mud Creek,Sparta,white bridge rd. crossing downstream of culvert.,42.59378,-77.72033,0404-0023,51,8,,ONT-117-66-18,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8651787.559885183,5250344.005308488
05-MDCR-0.9,Mud Creek,Bath,at rte 415 bridge.,42.29023,-77.22003,0502-0025,101,8,,PA-3-58-15,05022201,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8596094.418641305,5204554.12415935
06-MUDO-1.3,Mud Creek,Pitcher,50 m above closed bridge in hydeville.,42.6,-75.87832,0602-0068,17,7,2050102007047,SR-44-14-27-38,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8446735.944649063,5251284.604977395
07-MUDE-4.4,Mud Creek,Clay,off rr tracks. off henry clay blvd.,43.1623,-76.18229,0703-0046,67,7,,Ont 66-11-11,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8480573.730265493,5336708.280107651
07-MUDG-0.2,Mud Creek,Victor,100 m above railrd. bridge; 300 m below stp.,42.97842,-77.3849,0704-0030,69,8,,ONT-66-12-52-23,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8614447.66308839,5308687.727520356
07-MUDG-0.5,Mud Creek,Victor,30 m above rt. 96 bridge.,42.97425,-77.3823,0704-0030,69,8,,ONT-66-12-52-23,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8614158.232412333,5308053.255318045
08-MUKE-2.9,Mud Creek,Harrisburg,30 m below sr 177.,43.80264,-75.6725,0801-0265,49,6,,ONT-19-31-16-2,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8423824.16705399,5434950.8934943
12-MUD-0.7,Mud Creek,New Hartford,10 m above henderson st. bridge.,43.09917,-75.305,1201-0062,65,6,,H-240-219-4,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8382914.25418746,5327078.734521602
12-MUD-1.4,Mud Creek,New Hartford,10 m above clinton st. bridge.,43.09056,-75.30861,1201-0062,65,6,,H-240-219-4,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8383316.1175492285,5325766.176374086
13-MUDK-1.1,Mud Creek,Claverack,cr 18. just upstream of bridge.,42.25247,-73.73675,1310-0047,21,4,,H-204- 3,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8208337.462750913,5198873.571995094
13-WMUDK-4.0,Mud Creek,Ghent,columbia co soil and water office.,42.280468,-73.711438,1310-0047,21,4,,H-204- 3,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8205519.743799955,5203085.218748917
17-MUDL-1.4,Mud Creek,Brookhaven,10 m below rr off montauk highway.,40.76722,-72.98054,1701-0101,103,1,,(MW7.5)  AO-GSB-183,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8124156.550618129,4978067.061342079
09-MUPO-0.8,Mud Pond Outlet,Indian Lake,rt ny28-n bridge near salmon river rd.,43.903349,-74.43669,0903-0179,41,5,4150305000555,SL- 1-P109..P241-,,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8286254.427136752,5450497.380628324
13-MDDY-0.8,Muddy Brook,Patterson,cornwall hill rd. near kessman landfill.,41.49445,-73.60722,1302-0011,79,3,,H- 31-P44-24-25,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8193918.249108461,5085548.77181379
01-MDDE-0.1,Muddy Creek,Evans,50 m below lake shore rd.,42.62472,-79.09504,0104-0051,29,9,,E-22,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8804819.577073602,5255023.736622881
01-MDDE-4.0,Muddy Creek,Brant,10 m upstream of rte 249 bridge.,42.58878,-79.0647,0104-0052,29,9,,E-22,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8801442.143722933,5249587.9643098
15-MUDD-0.6,Muddy Creek,Orangetown,off west washington ave.,41.06,-74.0235,1501-0014,87,3,,NJ- 2 thru 4,,T,F,F,T,T,T,F,[object Promise],,,[object Promise],,,-8240258.326735881,5021195.682353369
15-MUDD-1.3,Muddy Creek,Orangetown,west crooked hill rd.,41.0681,-74.02593,1501-0014,87,3,,NJ- 2 thru 4,,T,F,F,T,T,T,F,[object Promise],,,[object Promise],,,-8240528.833098509,5022391.593393712
15-MUDD-2.1,Muddy Creek,Orangetown,above reed pond. at rear of industrial park.,41.07934,-74.02253,1501-0014,87,3,,NJ- 2 thru 4,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8240150.346829813,5024051.348600236
13-MUDY-0.3,Muddy Kill,Montgomery,rte 17 bridge downstream. walk downstream and collect sample below trees for tribs site.,41.530674,-74.258322,1306-0061,71,3,,H-139-13-20 thru 53,,T,F,T,F,T,T,T,[object Promise],,,[object Promise],,,-8266398.59220294,5090933.896372652
05-SEEL-0.5,Mudlick Creek,Southport,5 m below kinner hill rd. bridge.,42.0175,-76.90221,0501-0029,15,8,,PA-3-18-10,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8560714.858077388,5163601.219747427
13-MUIT-0.5,Muitzes Kill,Schodack,200 m above rt. 9j; behind old farm buildings.,42.51722,-73.75861,1301-0236,83,4,,H-215,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8210770.906819654,5238774.1427989565
13-WMUIT-0.9,Muitzeskill Creek,Schodack,van hoesen rd.,42.5162,-73.7533,1301-0236,83,4,,H-215,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8210179.80032354,5238620.09461081
10-MULB-0.2,Mullen Brook,Moriah,40 m above rt 9n/22 bridge.,44.10118,-73.44846,1001-0022,31,5,,C- 57 thru 95 (selected),,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8176245.166750116,5481113.395615838
09-MULL-0.6,Mullet Creek,Orleans,rte. 12 bridge.,44.27083,-76.00139,0901-0026,45,6,,SL-43,,T,F,T,T,T,F,T,[object Promise],,,[object Promise],,,-8460436.03438099,5507449.855289901
09-WMULL-2.0,Mullet Creek,Orleans,upstream of sr 12.,44.269942,-75.99918,0901-0026,45,6,,SL-43,,F,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8460190.018306337,5507311.804584269
01-MURD-1.0,Murder Creek,Newstead,tonawanda creek rd.,43.080274,-78.518947,0102-0012,29,9,,Ont 158-12-11,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8740689.197664032,5324198.360965131
01-MURD-4.2,Murder Creek,Newstead,at rt. 93 bridge near rapids rd.,43.04679,-78.51305,0102-0031,29,9,,ONT-158-12-11-1,01023104,T,T,T,T,T,F,F,[object Promise],,,[object Promise],,,-8740032.746626824,5319096.475991145
01-MURD-12.4,Murder Creek,Pembroke,lake rd. bridge. north of i-90 overpass.,42.99378,-78.43546,0102-0031,37,8,,ONT-158-12-11-1,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8731395.467336176,5311025.147438016
01-MURD-20.0,Murder Creek,Pembroke,10 m below rte 33 bridge.,42.96333,-78.38917,0102-0032,37,8,,ONT-158-12-11-1,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8726242.488107355,5306391.963581373
01-MURD-23.1,Murder Creek,Pembroke,Bridge on ellinwood Rd,42.961800729,-78.3532997299999,0102-0032,37,8,4120104000111,Ont 158-12-11-1,N/A,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8722249.427916333,5306159.334624832
01-MURD-29.7,Murder Creek,Darien,griswold rd.; 2 m below.,42.89409,-78.34707,0102-0032,37,8,,ONT-158-12-11-1,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8721555.937544957,5295865.133701173
13-MURS-3.5,Murderers Creek,Coxsackie,500 meters downstream of sleepy hollow rd.; possible access through rv campground.,42.31669,-73.814768,1301-0225,39,4,,H-202,,T,F,T,T,T,F,T,[object Promise],,,[object Promise],,,-8217022.38678362,5208536.752369326
08-MURM-0.5,Murmur Creek,Croghan,under belfort rd. bridge.,43.90889,-75.37139,0801-0219,49,6,,ONT-19-40-7,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8390304.755181229,5451353.509634044
08-MURM-3.4,Murmur Creek,New Bremen,20 m upstream of lehman rd.,43.884,-75.3472,0801-0219,49,6,,Ont  19- 40- 7,,T,T,T,F,T,T,T,[object Promise],,,[object Promise],,,-8387611.9366989415,5447508.429498815
07-MURY-0.1,Murray Brook,Vienna,east lake rd; between 2 small bridges.,43.22417,-75.74472,0703-0057,65,6,,ONT-66-11-P26-22,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8431863.660679081,5346155.2906500865
13-MUSC-3.8,Muscoot River,Somers,rt. 35; outlet of amawalk reservoir.,41.286945,-73.75333,1302-0049,119,3,,H- 31-P44-14,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8210183.1399082625,5054758.561584764
13-MUSC-8.4,Muscoot River,Somers,150 m below mahopac ave. bridge.,41.33306,-73.76472,1302-0050,119,3,,H- 31-P44-14,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8211451.068908397,5061592.757390785
07-MUSK-0.5,Muskrat Creek,Cato,at bridge on ditmar rd.,43.078,-76.551,0701-0035,11,7,,ONT-66-12-35,,T,F,T,F,T,T,T,[object Promise],,,[object Promise],,,-8521618.339715885,5323851.788264786
12-NAIL-0.1,Nail Creek,Utica,haak rd.,43.10889,-75.2425,1201-0203,65,6,,H-240-214,12051501,T,T,T,T,T,T,T,[object Promise],,,[object Promise],,,-8375956.786012881,5328560.729298637
06-NANT-0.6,Nanticoke Creek,Union,200 m downstream of rte 17c bridge.,42.089935,-76.089207,0603-0045,7,7,,SR-28,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8470211.778103987,5174460.8054770725
06-NANT-0.8,Nanticoke Creek,Union,90 m upstream of west main st bridge.,42.0925,-76.08972,0603-0045,7,7,,SR- 28,06031301,F,T,F,F,F,F,F,[object Promise],,,[object Promise],,,-8470268.885002758,5174845.582096234
07-NAPL-1.7,Naples Creek,Naples,dec fishing access off rte 21. 50 m above deep pool.,42.6399,-77.38071,0704-0051,69,8,,ONT-66-12-52-P286-18-2,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8613981.234421968,5257320.589705572
07-NAPL-2.9,Naples Creek,Naples,sr 245.,42.626,-77.39,0704-0051,69,8,4140201003367,Ont  66-12-52..P286-18- 2,,T,T,T,F,F,T,T,[object Promise],,,[object Promise],,,-8615015.39249144,5255217.389039295
05-NARO-0.4,Narrows Creek,Corning,at narrows creek rd. bridge.,42.14386,-77.02827,0501-0040,101,8,,PA-3-51,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8574747.793086788,5182553.393028363
13-LNASS-0.0,Nassau Lake,Schodack,,42.53775,-73.60484,1310-0001,83,4,,H-204-2-7-P34,,F,F,F,F,T,F,F,[object Promise],,,[object Promise],,,-8193653.308720371,5241875.274967748
15-NAUR-0.3,Nauraushaun Brook,Orangetown,30 m below sickletown rd. bridge.,41.05889,-73.99193,1501-0010,87,3,,NJ- 1- 4,,T,F,T,T,T,T,F,[object Promise],,,[object Promise],,,-8236743.97041154,5021031.809722762
17-NEGU-0.3,Neguntatogue Creek,Babylon,50 m above herbert st. bridge.,40.68306,-73.36443,1701-0088,103,1,,(MW7.8)  AO-GSB-211,,F,F,F,T,T,F,F,[object Promise],,,[object Promise],,,-8166890.98993876,4965704.887493474
05-NEIL-0.7,Neils Creek,Avoca,40 m above co. rt. 6 bridge.,42.43055,-77.45969,0502-0014,101,8,,PA-3-58-38,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8622773.247804822,5225693.53479803
05-NEIL-2.1,Neils Creek,Avoca,just above co rt 6 bridge.,42.42773,-77.48072,0502-0014,101,8,,PA-3-58-38,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8625114.296696203,5225268.232356789
07-NETL-2.9,Nettle Creek,Potter,just below rt 364 bridge.,42.69256,-77.18902,0704-0006,123,8,,ONT-66-12-52-40-26,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8592642.401231807,5265292.807779924
09-NETT-0.5,Nettle Creek,Potsdam,cr 34. just west of sr 310.,44.69695,-75.15278,0904-0015,89,6,,SL-2-19,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8365969.201298909,5573937.973650283
01-NEUM-0.2,Neuman Creek,Hamburg,just upstream of rte 391 bridge.,42.71347,-78.80871,0104-0017,29,9,,E-13-8,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8772945.467274763,5268460.255588432
14-NEVR-0.6,Neversink River,Port Jervis,east main st. bridge.,41.361111,-74.685278,1402-0020,71,3,,D- 1 (portion 1),14021001,F,T,F,F,F,F,F,[object Promise],,,[object Promise],,,-8313927.116714074,5065752.253484843
13-NEWF-0.2,Newfoundland Creek,Poestenkill,10 m below garfield rd. bridge.,42.69645,-73.5803,1301-0068,83,4,,H-236,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8190921.528416304,5265881.984406046
02-NEWR-0.2,Newton Run,Salamanca,at bridge on east state street.,42.163,-78.723,0201-0038,9,9,,PA-53-23,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8763404.27371887,5185427.412240972
05-NEWT-0.3,Newtown Creek,Elmira,100 m above rt. 352 bridge; off rt. 17. exit 56.,42.09046,-76.783723,0501-0003,15,8,,PA-3-28,,T,F,T,T,T,T,T,[object Promise],,,[object Promise],,,-8547524.945571763,5174539.559659016
05-NEWT-1.2,Newtown Creek,Elmira,east avenue bridge.,42.09046,-76.783723,0501-0003,15,8,,Pa  3-28,05011201,F,T,F,F,F,F,F,[object Promise],,,[object Promise],,,-8547524.945571763,5174539.559659016
05-NEWT-6.8,Newtown Creek,Horseheads,50 m above east franklin st bridge.,42.16833,-76.81889,0501-0007,15,8,,PA-3-28,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8551439.71810449,5186227.907768287
05-NEWT-12.6,Newtown Creek,Horseheads,30 m below church rd. bridge.,42.17222,-76.73333,0501-0030,15,8,,PA-3-28,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8541915.222472219,5186812.1769116195
04-NEWV-0.2,Newville Creek,Nunda,10 m above rte 436 bridge.,42.57861,-77.9275,0404-0018,51,8,,ONT-117-66-3-25,,T,F,F,F,F,F,F,[object Promise],,,[object Promise],,,-8674849.61879282,5248050.36401981
01-LRNC_57-32.7,Niagara River,Buffalo,,42.95,-78.91111,0101-0006,29,9,,ONT-158,,F,F,F,T,T,F,F,[object Promise],,,[object Promise],,,-8784344.583131993,5304364.43107915
01-LRNC_58-0.6,Niagara River,Porter,youngstown boat launch.,43.2588,-79.05605,0101-0027,63,9,,ONT-158 (portion 1),,F,F,F,T,T,F,F,[object Promise],,,[object Promise],,,-8800479.230127571,5351447.175509341
01-NIAG-0.2,Niagara River,Porter,off shore of fort niagara state park.,43.26111,-79.06306,0101-0027,63,9,4120104007134,Ont 158 (portion 1),01010001,F,T,F,F,F,F,F,[object Promise],,,[object Promise],,,-8801259.579758031,5351800.278632357
01-NIAG-0.6,Niagara River,Porter,off shore of fort niagara state park.,43.258624,-79.05545,0101-0027,63,9,,ONT-158,,T,F,T,T,T,F,T,[object Promise],,,[object Promise],,,-8800412.438433094,5351420.272963473
01-NIAG-20.4,Niagara River,Niagara Falls,just above little niagara river.,43.06842,-78.94927,0101-0006,63,9,,ONT-158,,T,F,T,T,T,F,T,[object Promise],,,[object Promise],,,-8788592.534900665,5322391.873857831
01-NIAG-24.1,Niagara River,North Tonawanda,tonawanda channel. east side.,43.038,-78.88949,0101-0006,63,9,,ONT-158,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8781937.855741045,5317757.624186819
01-NIAG-25.3,Niagara River,Tonawanda,tonawanda channel. east of motor island.,43.0237,-78.8833,0101-0006,29,9,,ONT-158,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8781248.788093032,5315579.924624285
01-NIAG-25.5,Niagara River,Tonawanda,tonawanda channel. south.,43.02197,-78.88478,0101-0006,29,9,,ONT-158,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8781413.540939407,5315316.5030623665
01-NIAG-32.6,Niagara River,Buffalo,buoy 7.,42.95194,-78.91167,0101-0006,29,9,,ONT-158,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8784406.922046838,5304659.48352124
01-NIAG-33.4,Niagara River,Buffalo,rt 266. downstream from jafco marine; buoy 1.,42.94,-78.91417,0101-0006,29,9,,ONT-158,,T,F,T,T,T,F,T,[object Promise],,,[object Promise],,,-8784685.22077382,5302843.689697821
01-NIAG-36.7,Niagara River,Buffalo,off lasalle park; buoy eu4.,42.89528,-78.90806,0104-0032,29,9,,E,,T,F,T,T,T,F,F,[object Promise],,,[object Promise],,,-8784005.058685075,5296045.95420554
01-NIAG_EC-24.9,Niagara River,North Tonawanda,tonawanda channel. east side.,43.02966,-78.88184,0101-0006,63,9,,ONT-158,,T,F,T,F,F,F,F,[object Promise],,,[object Promise],,,-8781086.261636473,5316487.491588323
